STATE,ST_CASE,VEH_NO,MDRMANAV
12,120727,2,0
12,120728,1,0
12,120728,2,0
12,120728,3,0
12,120729,1,0
12,120730,1,0
12,120731,1,0
12,120731,2,0
12,120732,1,0
12,120733,1,0
12,120734,1,0
12,120735,1,0
12,120736,1,0
12,120737,1,0
12,120738,1,0
12,120739,1,0
12,120739,2,0
12,120739,3,0
12,120739,4,0
12,120740,1,0
12,120740,2,0
12,120741,1,0
12,120741,2,0
12,120742,1,0
12,120743,1,0
12,120744,1,0
12,120744,2,0
12,120745,1,0
12,120745,2,4
12,120746,1,0
12,120747,1,92
12,120747,2,0
12,120748,1,0
12,120748,2,0
12,120749,1,0
12,120749,2,0
12,120750,1,0
12,120751,1,0
12,120752,1,0
12,120753,1,0
12,120753,2,0
12,120754,1,0
12,120755,1,0
12,120756,1,0
12,120756,2,0
12,120757,1,0
12,120757,2,0
12,120758,1,0
12,120758,2,0
12,120760,1,0
12,120761,1,0
12,120762,1,0
12,120762,2,0
12,120763,1,0
12,120764,1,0
12,120764,2,0
12,120764,3,0
12,120765,1,0
12,120765,2,0
12,120766,1,0
12,120766,2,0
12,120767,1,0
12,120768,1,0
12,120768,2,0
12,120769,1,0
12,120770,1,0
12,120771,1,0
12,120771,2,0
12,120772,1,5
12,120772,2,0
12,120773,1,0
12,120773,2,0
12,120774,1,0
12,120774,2,0
12,120774,3,0
12,120774,4,0
12,120774,5,0
12,120774,6,4
12,120775,1,4
12,120775,2,0
12,120776,1,0
12,120777,1,0
12,120778,1,0
12,120779,1,0
12,120780,1,0
12,120781,1,0
12,120781,2,0
12,120782,1,0
12,120783,1,0
12,120784,1,0
12,120784,2,0
12,120785,1,5
12,120786,1,0
12,120787,1,0
12,120790,1,0
12,120791,1,0
12,120792,1,0
12,120793,1,0
12,120793,2,0
12,120793,3,0
12,120794,1,0
12,120795,1,0
12,120795,2,0
12,120796,1,0
12,120797,1,0
12,120798,1,0
12,120798,2,0
12,120799,1,0
12,120800,1,0
12,120800,2,0
12,120801,1,0
12,120802,1,0
12,120802,2,0
12,120803,1,0
12,120803,2,0
12,120804,1,0
12,120804,2,0
12,120805,1,0
12,120805,2,0
12,120805,3,0
12,120805,4,0
12,120806,1,0
12,120806,2,0
12,120807,1,0
12,120808,1,0
12,120808,2,0
12,120809,1,0
12,120809,2,0
12,120810,1,0
12,120810,2,0
12,120811,1,0
12,120812,1,0
12,120813,1,0
12,120814,1,92
12,120814,2,0
12,120815,1,0
12,120816,1,4
12,120816,2,0
12,120817,1,0
12,120818,1,0
12,120819,1,0
12,120820,1,0
12,120821,1,0
12,120821,2,0
12,120822,1,0
12,120822,2,0
12,120823,1,0
12,120823,2,0
12,120824,1,0
12,120825,1,0
12,120826,1,0
12,120826,2,0
12,120827,1,0
12,120828,1,0
12,120828,2,0
12,120829,1,0
12,120829,2,0
12,120830,1,0
12,120831,1,0
12,120831,2,0
12,120832,1,0
12,120832,2,4
12,120832,3,4
12,120833,1,0
12,120835,1,0
12,120836,1,0
12,120837,1,0
12,120838,1,0
12,120840,1,0
12,120840,2,0
12,120841,1,0
12,120842,1,0
12,120842,2,0
12,120843,1,0
12,120843,2,0
12,120844,1,0
12,120845,1,0
12,120845,2,0
12,120845,3,0
12,120846,1,0
12,120847,1,0
12,120848,1,0
12,120848,2,0
12,120849,1,99
12,120850,1,0
12,120851,1,0
12,120852,1,99
12,120853,1,0
12,120854,1,0
12,120855,1,0
12,120856,1,0
12,120857,1,0
12,120858,1,0
12,120859,1,0
12,120860,1,0
12,120860,2,0
12,120861,1,0
12,120861,2,0
12,120862,1,0
12,120863,1,0
12,120863,2,0
12,120863,3,0
12,120863,4,0
12,120864,1,0
12,120865,1,0
12,120866,1,0
12,120867,1,0
12,120868,1,0
12,120869,1,0
12,120869,2,0
12,120870,1,0
12,120870,2,0
12,120870,3,0
12,120871,1,0
12,120872,1,0
12,120872,2,0
12,120873,1,0
12,120873,2,0
12,120873,3,0
12,120874,1,0
12,120874,2,0
12,120875,1,0
12,120875,2,0
12,120876,1,0
12,120877,1,0
12,120878,1,0
12,120878,2,0
12,120878,3,0
12,120880,1,0
12,120880,2,0
12,120880,3,0
12,120880,4,0
12,120881,1,0
12,120881,2,0
12,120882,1,0
12,120882,2,0
12,120883,1,0
12,120884,1,0
12,120884,2,0
12,120884,3,0
12,120884,4,0
12,120884,5,0
12,120885,1,0
12,120886,1,0
12,120887,1,0
12,120888,1,0
12,120889,1,0
12,120889,2,0
12,120890,1,0
12,120891,1,0
12,120891,2,0
12,120892,1,0
12,120893,1,0
12,120893,2,0
12,120894,1,0
12,120896,1,0
12,120896,2,0
12,120896,3,0
12,120897,1,0
12,120898,1,0
12,120898,2,0
12,120900,1,0
12,120900,2,0
12,120901,1,0
12,120902,1,0
12,120902,2,0
12,120903,1,0
12,120903,2,0
12,120903,3,0
12,120904,1,0
12,120905,1,0
12,120905,2,0
12,120905,3,0
12,120906,1,0
12,120907,1,0
12,120907,2,0
12,120908,1,0
12,120909,1,0
12,120910,1,0
12,120910,2,0
12,120911,1,0
12,120912,1,0
12,120913,1,0
12,120914,1,0
12,120915,1,0
12,120915,2,0
12,120917,1,0
12,120917,2,0
12,120918,1,99
12,120918,2,0
12,120919,1,0
12,120919,2,0
12,120920,1,0
12,120921,1,0
12,120921,2,0
12,120922,1,0
12,120923,1,0
12,120923,2,0
12,120924,1,0
12,120925,1,0
12,120926,1,0
12,120927,1,0
12,120928,1,0
12,120929,1,0
12,120929,2,0
12,120930,1,0
12,120931,1,0
12,120932,1,0
12,120933,1,0
12,120933,2,0
12,120934,1,0
12,120935,1,0
12,120936,1,0
12,120937,1,0
12,120938,1,0
12,120939,1,0
12,120940,1,0
12,120940,2,0
12,120940,3,0
12,120941,1,0
12,120941,2,0
12,120942,1,0
12,120943,1,0
12,120944,1,0
12,120945,1,0
12,120946,1,0
12,120947,1,0
12,120948,1,0
12,120949,1,0
12,120950,1,5
12,120951,1,0
12,120952,1,0
12,120953,1,0
12,120954,1,5
12,120955,1,0
12,120956,1,0
12,120957,1,0
12,120958,1,0
12,120959,1,0
12,120959,2,0
12,120960,1,0
12,120961,1,0
12,120962,1,0
12,120962,2,0
12,120963,1,0
12,120964,1,0
12,120965,1,0
12,120965,2,0
12,120965,3,0
12,120965,4,0
12,120965,5,0
12,120967,1,0
12,120967,2,0
12,120968,1,0
12,120969,1,0
12,120970,1,0
12,120970,2,0
12,120971,1,0
12,120972,1,0
12,120973,1,0
12,120974,1,0
12,120977,1,0
12,120978,1,0
12,120979,1,0
12,120980,1,0
12,120981,1,0
12,120981,2,0
12,120982,1,0
12,120983,1,0
12,120984,1,0
12,120984,2,0
12,120985,1,0
12,120985,2,0
12,120986,1,0
12,120987,1,0
12,120987,2,0
12,120988,1,0
12,120989,1,0
12,120989,2,0
12,120991,1,0
12,120992,1,0
12,120993,1,0
12,120993,2,0
12,120994,1,0
12,120995,1,0
12,120995,2,0
12,120996,1,0
12,120996,2,4
12,120997,1,0
12,120997,2,0
12,120998,1,0
12,120998,2,0
12,120999,1,0
12,120999,2,0
12,121000,1,0
12,121000,2,0
12,121001,1,0
12,121001,2,0
12,121002,1,0
12,121003,1,0
12,121004,1,0
12,121005,1,0
12,121006,1,0
12,121007,1,99
12,121008,1,0
12,121008,2,0
12,121009,1,0
12,121009,2,0
12,121009,3,0
12,121010,1,0
12,121010,2,0
12,121010,3,0
12,121011,1,0
12,121011,2,0
12,121012,1,0
12,121013,1,0
12,121014,1,4
12,121014,2,0
12,121015,1,0
12,121015,2,0
12,121016,1,0
12,121017,1,99
12,121018,1,0
12,121019,1,0
12,121020,1,5
12,121021,1,0
12,121022,1,0
12,121022,2,0
12,121023,1,0
12,121023,2,0
12,121024,1,0
12,121024,2,0
12,121025,1,4
12,121025,2,0
12,121026,1,0
12,121027,1,0
12,121027,2,0
12,121028,1,0
12,121028,2,0
12,121029,1,0
12,121029,2,0
12,121029,3,0
12,121029,4,0
12,121030,1,0
12,121031,1,92
12,121032,1,0
12,121033,1,0
12,121033,2,0
12,121033,3,0
12,121034,1,0
12,121034,2,0
12,121034,3,0
12,121034,4,0
12,121034,5,0
12,121035,1,99
12,121036,1,0
12,121037,1,0
12,121037,2,0
12,121038,1,0
12,121039,1,0
12,121040,1,4
12,121040,2,0
12,121041,1,0
12,121042,1,0
12,121043,1,0
12,121043,2,0
12,121043,3,0
12,121045,1,0
12,121045,2,0
12,121045,3,0
12,121045,4,0
12,121045,5,0
12,121046,1,0
12,121046,2,0
12,121047,1,0
12,121047,2,0
12,121048,1,0
12,121048,2,0
12,121049,1,0
12,121050,1,0
12,121051,1,0
12,121052,1,0
12,121052,2,0
12,121053,1,0
12,121054,1,0
12,121056,1,0
12,121057,1,0
12,121058,1,0
12,121058,2,4
12,121059,1,0
12,121060,1,0
12,121060,2,0
12,121061,1,0
12,121061,2,0
12,121061,3,99
12,121062,1,0
12,121063,1,0
12,121064,1,0
12,121065,1,0
12,121066,1,0
12,121067,1,0
12,121068,1,0
12,121068,2,0
12,121069,1,0
12,121069,2,0
12,121070,1,0
12,121072,1,0
12,121072,2,4
12,121073,1,0
12,121073,2,0
12,121074,1,0
12,121074,2,0
12,121075,1,0
12,121075,2,0
12,121076,1,0
12,121077,1,0
12,121078,1,0
12,121079,1,0
12,121079,2,0
12,121079,3,0
12,121079,4,0
12,121079,5,0
12,121079,6,0
12,121080,1,0
12,121081,1,0
12,121082,1,0
12,121083,1,0
12,121084,1,0
12,121084,2,0
12,121085,1,0
12,121085,2,0
12,121085,3,0
12,121086,1,0
12,121087,1,0
12,121088,1,0
12,121089,1,0
12,121090,1,0
12,121090,2,4
12,121091,1,0
12,121092,1,0
12,121093,1,0
12,121093,2,0
12,121094,1,0
12,121095,1,0
12,121096,1,0
12,121096,2,0
12,121097,1,0
12,121097,2,0
12,121098,1,0
12,121098,2,0
12,121098,3,4
12,121099,1,4
12,121099,2,4
12,121100,1,0
12,121101,1,0
12,121102,1,0
12,121102,2,0
12,121103,1,0
12,121103,2,0
12,121103,3,0
12,121104,1,0
12,121105,1,0
12,121105,2,0
12,121105,3,4
12,121106,1,0
12,121106,2,4
12,121107,1,0
12,121107,2,0
12,121108,1,0
12,121108,2,4
12,121109,1,0
12,121110,1,0
12,121110,2,0
12,121110,3,0
12,121111,1,0
12,121111,2,4
12,121111,3,0
12,121111,4,0
12,121112,1,0
12,121113,1,0
12,121114,1,0
12,121115,1,0
12,121116,1,0
12,121116,2,0
12,121117,1,0
12,121118,1,0
12,121118,2,0
12,121119,1,0
12,121119,2,0
12,121121,1,0
12,121122,1,0
12,121123,1,0
12,121124,1,0
12,121125,1,0
12,121126,1,0
12,121127,1,0
12,121127,2,0
12,121127,3,0
12,121128,1,0
12,121129,1,0
12,121130,1,0
12,121131,1,0
12,121131,2,0
12,121132,1,0
12,121133,1,0
12,121133,2,4
12,121134,1,0
12,121135,1,0
12,121135,2,0
12,121135,3,0
12,121135,4,0
12,121136,1,0
12,121136,2,0
12,121136,3,0
12,121137,1,0
12,121138,1,0
12,121139,1,0
12,121140,1,0
12,121140,2,0
12,121141,1,0
12,121141,2,0
12,121141,3,0
12,121142,1,0
12,121142,2,0
12,121143,1,0
12,121143,2,0
12,121144,1,0
12,121144,2,0
12,121145,1,0
12,121146,1,0
12,121147,1,0
12,121147,2,0
12,121147,3,0
12,121148,1,0
12,121148,2,0
12,121149,1,0
12,121150,1,0
12,121151,1,0
12,121152,1,0
12,121152,2,0
12,121153,1,0
12,121154,1,0
12,121154,2,0
12,121154,3,0
12,121154,4,0
12,121154,5,0
12,121155,1,0
12,121155,2,0
12,121156,1,0
12,121157,1,0
12,121157,2,4
12,121158,1,0
12,121158,2,0
12,121159,1,0
12,121161,1,0
12,121162,1,0
12,121162,2,0
12,121163,1,5
12,121164,1,0
12,121165,1,0
12,121165,2,0
12,121166,1,0
12,121166,2,0
12,121166,3,4
12,121167,1,0
12,121167,2,0
12,121168,1,0
12,121169,1,0
12,121170,1,0
12,121171,1,0
12,121171,2,0
12,121172,1,0
12,121172,2,0
12,121173,1,0
12,121173,2,0
12,121174,1,0
12,121175,1,0
12,121175,2,4
12,121176,1,0
12,121177,1,0
12,121178,1,0
12,121178,2,0
12,121179,1,0
12,121179,2,0
12,121180,1,4
12,121180,2,0
12,121180,3,0
12,121181,1,0
12,121181,2,4
12,121182,1,0
12,121183,1,0
12,121184,1,0
12,121184,2,0
12,121185,1,0
12,121186,1,99
12,121186,2,0
12,121187,1,0
12,121187,2,0
12,121188,1,0
12,121188,2,0
12,121189,1,0
12,121190,1,0
12,121190,2,0
12,121191,1,0
12,121192,1,0
12,121192,2,0
12,121192,3,4
12,121193,1,0
12,121194,1,0
12,121194,2,0
12,121195,1,0
12,121195,2,0
12,121196,1,0
12,121197,1,0
12,121197,2,4
12,121198,1,0
12,121198,2,0
12,121199,1,0
12,121200,1,0
12,121201,1,0
12,121201,2,0
12,121202,1,0
12,121202,2,0
12,121203,1,0
12,121203,2,0
12,121205,1,0
12,121206,1,0
12,121207,1,0
12,121208,1,0
12,121209,1,0
12,121210,1,0
12,121211,1,0
12,121211,2,0
12,121212,1,0
12,121212,2,0
12,121212,3,0
12,121212,4,0
12,121212,5,0
12,121213,1,0
12,121213,2,0
12,121215,1,0
12,121215,2,0
12,121216,1,5
12,121216,2,0
12,121217,1,0
12,121218,1,99
12,121219,1,0
12,121220,1,0
12,121220,2,4
12,121221,1,0
12,121222,1,99
12,121223,1,0
12,121224,1,0
12,121224,2,95
12,121225,1,0
12,121226,1,0
12,121227,1,0
12,121227,2,0
12,121228,1,0
12,121228,2,0
12,121228,3,4
12,121229,1,4
12,121229,2,0
12,121229,3,0
12,121231,1,5
12,121232,1,0
12,121233,1,0
12,121234,1,0
12,121234,2,0
12,121234,3,0
12,121234,4,0
12,121235,1,0
12,121235,2,0
12,121236,1,0
12,121236,2,0
12,121237,1,0
12,121239,1,0
12,121239,2,0
12,121240,1,0
12,121241,1,0
12,121242,1,0
12,121242,2,0
12,121243,1,0
12,121243,2,0
12,121244,1,5
12,121245,1,0
12,121245,2,0
12,121246,1,98
12,121247,1,0
12,121248,1,0
12,121248,2,0
12,121249,1,0
12,121249,2,0
12,121250,1,0
12,121251,1,3
12,121252,1,0
12,121252,2,0
12,121253,1,0
12,121254,1,0
12,121255,1,0
12,121256,1,0
12,121256,2,0
12,121257,1,0
12,121258,1,0
12,121258,2,0
12,121258,3,0
12,121258,4,0
12,121259,1,0
12,121260,1,0
12,121260,2,4
12,121261,1,98
12,121262,1,0
12,121262,2,0
12,121263,1,0
12,121263,2,0
12,121264,1,5
12,121265,1,5
12,121266,1,0
12,121267,1,0
12,121268,1,0
12,121268,2,0
12,121269,1,0
12,121270,1,0
12,121271,1,0
12,121272,1,0
12,121272,2,0
12,121273,1,0
12,121274,1,0
12,121275,1,0
12,121275,2,0
12,121275,3,0
12,121277,1,0
12,121278,1,0
12,121279,1,0
12,121282,1,0
12,121283,1,0
12,121283,2,0
12,121284,1,0
12,121285,1,0
12,121286,1,99
12,121286,2,0
12,121287,1,0
12,121287,2,0
12,121288,1,0
12,121289,1,5
12,121290,1,0
12,121290,2,4
12,121291,1,0
12,121292,1,0
12,121292,2,0
12,121293,1,99
12,121294,1,0
12,121294,2,0
12,121294,3,0
12,121296,1,0
12,121296,2,0
12,121297,1,0
12,121298,1,0
12,121299,1,0
12,121300,1,0
12,121300,2,0
12,121301,1,0
12,121302,1,0
12,121303,1,0
12,121304,1,0
12,121305,1,0
12,121305,2,0
12,121306,1,0
12,121306,2,0
12,121306,3,0
12,121307,1,0
12,121308,1,0
12,121309,1,0
12,121310,1,0
12,121311,1,0
12,121312,1,0
12,121313,1,0
12,121313,2,0
12,121314,1,0
12,121314,2,0
12,121315,1,0
12,121315,2,0
12,121316,1,0
12,121318,1,0
12,121318,2,0
12,121320,1,0
12,121321,1,0
12,121322,1,92
12,121323,1,0
12,121323,2,0
12,121324,1,0
12,121324,2,0
12,121325,1,92
12,121326,1,0
12,121326,2,0
12,121327,1,98
12,121328,1,0
12,121329,1,0
12,121330,1,0
12,121331,1,0
12,121331,2,0
12,121332,1,0
12,121332,2,0
12,121333,1,0
12,121333,2,0
12,121334,1,5
12,121335,1,0
12,121336,1,0
12,121336,2,0
12,121336,3,0
12,121338,1,0
12,121338,2,0
12,121339,1,0
12,121339,2,0
12,121340,1,0
12,121341,1,0
12,121341,2,0
12,121342,1,0
12,121343,1,0
12,121344,1,0
12,121345,1,0
12,121346,1,0
12,121346,2,0
12,121347,1,4
12,121347,2,4
12,121348,1,0
12,121349,1,0
12,121349,2,0
12,121350,1,0
12,121350,2,0
12,121351,1,0
12,121352,1,0
12,121353,1,0
12,121353,2,0
12,121353,3,0
12,121354,1,0
12,121355,1,0
12,121356,1,0
12,121356,2,0
12,121357,1,0
12,121358,1,0
12,121359,1,0
12,121360,1,0
12,121361,1,0
12,121362,1,0
12,121362,2,0
12,121363,1,0
12,121363,2,0
12,121364,1,0
12,121365,1,0
12,121366,1,0
12,121367,1,0
12,121367,2,0
12,121368,1,0
12,121368,2,0
12,121369,1,0
12,121369,2,0
12,121370,1,0
12,121371,1,0
12,121372,1,0
12,121373,1,0
12,121374,1,0
12,121375,1,0
12,121376,1,0
12,121377,1,4
12,121377,2,0
12,121378,1,0
12,121379,1,0
12,121379,2,0
12,121379,3,0
12,121380,1,0
12,121380,2,0
12,121381,1,0
12,121381,2,4
12,121382,1,0
12,121383,1,0
12,121383,2,0
12,121384,1,0
12,121385,1,99
12,121386,1,0
12,121386,2,0
12,121388,1,0
12,121388,2,0
12,121389,1,0
12,121390,1,0
12,121391,1,0
12,121392,1,0
12,121392,2,4
12,121393,1,0
12,121393,2,0
12,121394,1,0
12,121394,2,0
12,121394,3,0
12,121395,1,0
12,121395,2,0
12,121396,1,0
12,121396,2,0
12,121397,1,0
12,121398,1,0
12,121399,1,0
12,121400,1,0
12,121401,1,0
12,121402,1,0
12,121402,2,0
12,121403,1,0
12,121403,2,0
12,121404,1,0
12,121404,2,0
12,121405,1,0
12,121406,1,0
12,121406,2,0
12,121406,3,0
12,121406,4,0
12,121406,5,0
12,121407,1,0
12,121407,2,0
12,121408,1,0
12,121408,2,0
12,121409,1,0
12,121410,1,0
12,121411,1,0
12,121413,1,0
12,121414,1,0
12,121414,2,0
12,121414,3,0
12,121414,4,0
12,121415,1,0
12,121416,1,0
12,121417,1,0
12,121417,2,0
12,121418,1,0
12,121418,2,0
12,121419,1,0
12,121420,1,0
12,121421,1,0
12,121421,2,0
12,121422,1,0
12,121423,1,0
12,121424,1,0
12,121424,2,0
12,121425,1,0
12,121426,1,0
12,121426,2,0
12,121426,3,0
12,121427,1,0
12,121428,1,5
12,121429,1,0
12,121430,1,0
12,121431,1,0
12,121432,1,0
12,121432,2,0
12,121432,3,0
12,121433,1,0
12,121434,1,0
12,121435,1,0
12,121435,2,0
12,121436,1,0
12,121436,2,0
12,121437,1,0
12,121438,1,0
12,121438,2,0
12,121439,1,0
12,121440,1,0
12,121441,1,0
12,121442,1,0
12,121442,2,0
12,121443,1,1
12,121444,1,0
12,121444,2,0
12,121445,1,0
12,121446,1,0
12,121447,1,0
12,121447,2,0
12,121448,1,0
12,121449,1,0
12,121450,1,0
12,121451,1,0
12,121451,2,0
12,121452,1,0
12,121452,2,0
12,121453,1,0
12,121453,2,0
12,121453,3,0
12,121453,4,0
12,121453,5,0
12,121454,1,0
12,121454,2,0
12,121455,1,0
12,121455,2,4
12,121456,1,0
12,121457,1,0
12,121458,1,0
12,121458,2,0
12,121459,1,95
12,121459,2,0
12,121460,1,0
12,121461,1,0
12,121462,1,0
12,121462,2,0
12,121463,1,0
12,121463,2,0
12,121463,3,0
12,121464,1,0
12,121464,2,0
12,121465,1,0
12,121467,1,0
12,121468,1,0
12,121468,2,0
12,121470,1,0
12,121471,1,0
12,121471,2,0
12,121472,1,0
12,121473,1,0
12,121473,2,0
12,121474,1,0
12,121474,2,0
12,121474,3,0
12,121475,1,0
12,121476,1,0
12,121476,2,4
12,121476,3,99
12,121477,1,0
12,121478,1,0
12,121478,2,0
12,121479,1,0
12,121480,1,0
12,121480,2,0
12,121481,1,0
12,121481,2,0
12,121482,1,0
12,121482,2,4
12,121483,1,0
12,121484,1,0
12,121484,2,4
12,121485,1,0
12,121486,1,0
12,121486,2,0
12,121487,1,0
12,121488,1,0
12,121489,1,0
12,121491,1,0
12,121492,1,0
12,121493,1,0
12,121494,1,0
12,121494,2,0
12,121496,1,0
12,121497,1,0
12,121498,1,0
12,121499,1,0
12,121500,1,0
12,121500,2,0
12,121501,1,0
12,121502,1,0
12,121503,1,0
12,121503,2,0
12,121504,1,0
12,121504,2,0
12,121505,1,0
12,121506,1,0
12,121507,1,0
12,121508,1,0
12,121509,1,0
12,121510,1,0
12,121511,1,0
12,121512,1,0
12,121512,2,0
12,121513,1,0
12,121514,1,0
12,121515,1,0
12,121515,2,0
12,121517,1,0
12,121517,2,0
12,121518,1,0
12,121518,2,0
12,121519,1,0
12,121519,2,0
12,121519,3,0
12,121520,1,0
12,121520,2,4
12,121521,1,0
12,121522,1,0
12,121522,2,0
12,121523,1,0
12,121523,2,0
12,121524,1,0
12,121527,1,0
12,121528,1,0
12,121528,2,0
12,121529,1,0
12,121529,2,0
12,121530,1,0
12,121531,1,0
12,121531,2,0
12,121534,1,0
12,121535,1,0
12,121536,1,0
12,121536,2,0
12,121536,3,0
12,121537,1,0
12,121538,1,0
12,121539,1,92
12,121540,1,98
12,121541,1,0
12,121542,1,0
12,121543,1,0
12,121543,2,0
12,121544,1,0
12,121544,2,0
12,121545,1,0
12,121545,2,0
12,121546,1,0
12,121548,1,0
12,121549,1,0
12,121549,2,0
12,121549,3,0
12,121550,1,3
12,121551,1,0
12,121552,1,0
12,121552,2,0
12,121553,1,0
12,121553,2,4
12,121554,1,0
12,121554,2,0
12,121555,1,0
12,121556,1,0
12,121557,1,0
12,121557,2,0
12,121558,1,0
12,121559,1,0
12,121559,2,0
12,121560,1,0
12,121560,2,0
12,121561,1,0
12,121562,1,0
12,121563,1,5
12,121564,1,0
12,121565,1,0
12,121565,2,0
12,121566,1,0
12,121566,2,0
12,121567,1,0
12,121567,2,0
12,121568,1,5
12,121569,1,0
12,121569,2,0
12,121570,1,0
12,121570,2,0
12,121571,1,0
12,121571,4,0
12,121573,1,0
12,121574,1,0
12,121575,1,0
12,121576,1,0
12,121577,1,0
12,121578,1,0
12,121579,1,0
12,121581,1,0
12,121582,1,0
12,121583,1,0
12,121584,1,0
12,121585,1,0
12,121585,2,0
12,121586,1,0
12,121587,1,0
12,121587,2,0
12,121588,1,0
12,121588,2,0
12,121588,3,0
12,121589,1,0
12,121590,1,0
12,121590,2,0
12,121592,1,0
12,121593,1,0
12,121593,2,0
12,121594,1,0
12,121595,1,0
12,121595,2,0
12,121596,1,0
12,121597,1,0
12,121597,2,0
12,121599,1,0
12,121600,1,0
12,121601,1,0
12,121602,1,0
12,121602,2,0
12,121602,3,0
12,121603,1,0
12,121603,2,0
12,121604,1,1
12,121605,1,0
12,121605,2,4
12,121606,1,0
12,121607,1,0
12,121608,1,0
12,121608,2,0
12,121609,1,0
12,121609,2,0
12,121610,1,0
12,121610,2,0
12,121611,1,0
12,121611,2,0
12,121611,3,0
12,121612,1,5
12,121613,1,0
12,121613,2,4
12,121614,1,0
12,121614,2,0
12,121615,1,0
12,121615,2,0
12,121616,1,0
12,121616,2,0
12,121617,1,0
12,121618,1,0
12,121618,2,0
12,121619,1,0
12,121619,2,0
12,121622,1,0
12,121622,2,0
12,121623,1,0
12,121624,1,0
12,121624,2,0
12,121625,1,0
12,121625,2,0
12,121626,1,0
12,121627,1,0
12,121628,1,0
12,121629,1,0
12,121630,1,4
12,121630,2,0
12,121630,3,0
12,121630,4,0
12,121632,1,0
12,121633,1,0
12,121634,1,0
12,121634,2,0
12,121635,1,0
12,121635,2,0
12,121635,3,0
12,121636,1,0
12,121637,1,0
12,121638,1,0
12,121638,2,0
12,121638,3,92
12,121639,1,0
12,121640,1,0
12,121641,1,0
12,121642,1,0
12,121643,1,0
12,121643,2,0
12,121643,3,0
12,121644,1,0
12,121645,1,0
12,121646,1,0
12,121647,1,0
12,121648,1,0
12,121649,1,0
12,121649,2,0
12,121649,3,4
12,121650,1,5
12,121651,1,0
12,121651,2,0
12,121652,1,0
12,121653,1,5
12,121654,1,0
12,121655,1,0
12,121656,1,0
12,121656,2,0
12,121657,1,0
12,121657,2,0
12,121657,3,0
12,121657,4,0
12,121658,1,0
12,121658,2,0
12,121659,1,0
12,121659,2,0
12,121660,1,0
12,121661,1,0
12,121662,1,0
12,121662,2,0
12,121663,1,0
12,121664,1,0
12,121665,1,0
12,121665,2,0
12,121666,1,0
12,121666,2,0
12,121666,3,0
12,121667,1,0
12,121667,2,0
12,121667,3,0
12,121668,1,99
12,121669,1,0
12,121670,1,0
12,121671,1,0
12,121671,2,0
12,121672,1,98
12,121673,1,98
12,121674,1,98
12,121675,1,0
12,121675,2,0
12,121675,3,0
12,121675,4,0
12,121676,1,0
12,121677,1,0
12,121677,2,0
12,121678,1,0
12,121678,2,0
12,121679,1,0
12,121680,1,0
12,121681,1,0
12,121681,2,0
12,121682,1,0
12,121682,2,0
12,121682,3,0
12,121683,1,0
12,121684,1,0
12,121684,2,0
12,121685,1,0
12,121686,1,99
12,121687,1,0
12,121687,2,0
12,121687,3,0
12,121688,1,0
12,121688,2,0
12,121689,1,0
12,121689,2,0
12,121690,1,0
12,121690,2,0
12,121691,1,0
12,121692,1,0
12,121693,1,0
12,121693,2,0
12,121694,1,0
12,121694,2,0
12,121695,1,0
12,121695,2,0
12,121696,1,0
12,121697,1,0
12,121697,2,0
12,121698,1,0
12,121699,1,0
12,121700,1,0
12,121700,2,0
12,121701,1,0
12,121701,2,0
12,121702,1,0
12,121703,1,0
12,121704,1,0
12,121705,1,0
12,121706,1,4
12,121706,2,0
12,121707,1,0
12,121708,1,0
12,121708,2,0
12,121709,1,0
12,121709,2,0
12,121710,1,0
12,121710,2,0
12,121711,1,0
12,121711,2,0
12,121712,1,0
12,121713,1,0
12,121713,2,0
12,121714,1,0
12,121714,2,0
12,121715,1,0
12,121716,1,0
12,121717,1,0
12,121720,1,0
12,121721,1,0
12,121723,1,0
12,121723,2,0
12,121724,1,0
12,121725,1,0
12,121725,2,0
12,121725,3,0
12,121726,1,0
12,121726,2,0
12,121726,3,99
12,121726,4,4
12,121727,1,0
12,121727,2,0
12,121728,1,4
12,121728,2,0
12,121729,1,0
12,121730,1,0
12,121730,2,0
12,121731,1,0
12,121731,2,0
12,121732,1,0
12,121732,2,0
12,121732,3,0
12,121732,4,0
12,121733,1,0
12,121734,1,0
12,121735,1,0
12,121736,1,0
12,121737,1,0
12,121737,2,0
12,121739,1,0
12,121740,1,0
12,121741,1,0
12,121742,1,0
12,121743,1,0
12,121744,1,0
12,121744,2,0
12,121745,1,0
12,121746,1,0
12,121747,1,0
12,121747,2,0
12,121748,1,0
12,121749,1,0
12,121750,1,0
12,121750,2,0
12,121751,1,0
12,121752,1,0
12,121753,1,0
12,121754,1,0
12,121754,2,0
12,121755,1,0
12,121756,1,0
12,121757,1,0
12,121758,1,0
12,121759,1,0
12,121760,1,0
12,121761,1,0
12,121762,1,0
12,121763,1,0
12,121764,1,0
12,121765,1,0
12,121765,2,0
12,121766,1,92
12,121767,1,0
12,121768,1,0
12,121768,2,0
12,121769,1,0
12,121769,2,0
12,121770,1,0
12,121771,1,0
12,121772,1,0
12,121774,1,0
12,121775,1,0
12,121776,1,0
12,121776,2,0
12,121776,3,0
12,121776,4,0
12,121776,5,0
12,121777,1,0
12,121778,1,0
12,121778,2,0
12,121779,1,0
12,121781,1,0
12,121781,2,0
