STATE,ST_CASE,VEH_NO,PER_NO,NMIMPAIR
17,170393,0,1,99
17,170397,0,1,3
17,170405,0,1,0
17,170406,0,1,0
17,170406,0,2,0
17,170406,0,3,0
17,170406,0,4,0
17,170406,0,5,0
17,170424,0,1,99
17,170427,0,1,7
17,170438,0,1,99
17,170440,0,1,99
17,170446,0,1,99
17,170447,0,1,98
17,170450,0,1,0
17,170467,0,1,9
17,170469,0,1,98
17,170472,0,1,98
17,170473,0,1,99
17,170475,0,1,99
17,170482,0,1,9
17,170499,0,1,0
17,170501,0,1,99
17,170502,0,1,99
17,170503,0,1,99
17,170507,0,1,99
17,170513,0,1,6
17,170513,0,1,7
17,170521,0,1,98
17,170538,0,1,99
17,170554,0,1,98
17,170559,0,1,98
17,170562,0,1,0
17,170563,0,1,98
17,170586,0,1,99
17,170597,0,1,0
17,170610,0,1,0
17,170610,0,2,0
17,170619,0,1,9
17,170623,0,1,98
17,170623,0,2,98
17,170626,0,1,0
17,170631,0,1,0
17,170648,0,1,9
17,170657,0,1,99
17,170661,0,1,9
17,170665,0,1,9
17,170668,0,1,2
17,170670,0,1,99
17,170710,0,1,98
17,170717,0,1,0
17,170723,0,1,98
17,170728,0,1,0
17,170728,0,2,0
17,170728,0,3,0
17,170729,0,1,0
17,170730,0,1,0
17,170731,0,1,9
17,170744,0,1,99
17,170756,0,1,99
17,170757,0,1,96
17,170762,0,1,99
17,170766,0,1,98
17,170770,0,1,98
17,170770,0,2,98
17,170780,0,1,0
17,170781,0,1,98
17,170793,0,1,99
17,170804,0,1,99
17,170808,0,1,9
17,170809,0,1,98
17,170811,0,1,98
17,170812,0,1,9
17,170818,0,1,98
17,170829,0,1,0
17,170830,0,1,0
17,170830,0,2,0
17,170831,0,1,99
17,170837,0,1,99
17,170838,0,1,0
17,170843,0,1,0
17,170847,0,1,0
17,170849,0,1,0
17,170854,0,1,0
17,170859,0,1,9
17,170862,0,1,0
17,170865,0,1,99
17,170867,0,1,0
17,170870,0,1,99
17,170871,0,1,0
17,170871,0,2,0
17,170874,0,1,9
17,170888,0,1,99
17,170892,0,1,0
17,170896,0,1,0
17,170898,0,1,98
17,170907,0,1,0
17,170909,0,1,99
17,170913,0,1,0
17,170919,0,1,9
17,170924,0,1,99
17,170925,0,1,98
17,170930,0,1,99
18,180010,0,1,9
18,180027,0,1,0
18,180029,0,1,99
18,180041,0,1,99
18,180042,0,1,9
18,180048,0,1,99
18,180051,0,1,0
18,180051,0,2,0
18,180074,0,1,99
18,180078,0,1,0
18,180089,0,1,0
18,180090,0,1,10
18,180123,0,1,99
18,180126,0,1,0
18,180142,0,1,0
18,180150,0,1,0
18,180155,0,1,99
18,180175,0,1,99
18,180202,0,1,0
18,180206,0,1,99
18,180221,0,1,0
18,180226,0,1,98
18,180228,0,1,99
18,180244,0,1,0
18,180247,0,1,99
18,180250,0,1,99
18,180251,0,1,99
18,180255,0,1,0
18,180255,0,2,0
18,180263,0,1,0
18,180269,0,1,99
18,180269,0,2,0
18,180272,0,1,99
18,180274,0,1,99
18,180282,0,1,99
18,180283,0,1,0
18,180285,0,1,99
18,180288,0,1,0
18,180294,0,1,99
18,180294,0,2,99
18,180295,0,1,99
18,180318,0,1,99
18,180324,0,1,99
18,180324,0,2,98
18,180324,0,3,98
18,180324,0,4,98
18,180332,0,1,99
18,180343,0,1,0
18,180350,0,1,0
18,180350,0,2,0
18,180350,0,3,0
18,180350,0,4,0
18,180361,0,1,99
18,180377,0,1,99
18,180388,0,1,0
18,180400,0,1,99
18,180421,0,1,99
18,180427,0,1,99
18,180430,0,1,99
18,180441,0,1,0
18,180445,0,1,9
18,180460,0,1,0
18,180462,0,1,5
18,180481,0,1,99
18,180483,0,1,0
18,180484,0,1,0
18,180491,0,1,96
18,180494,0,1,0
18,180499,0,1,0
18,180507,0,1,96
18,180518,0,1,0
18,180519,0,1,99
18,180522,0,1,99
18,180526,0,1,9
18,180528,0,1,96
18,180544,0,1,0
18,180547,0,1,99
18,180550,0,1,0
18,180561,0,1,9
18,180567,0,1,99
18,180570,0,1,99
18,180590,0,1,99
18,180606,0,1,99
18,180607,0,1,0
18,180608,0,1,9
18,180626,0,1,99
18,180639,0,1,0
18,180640,0,1,99
18,180649,0,1,0
18,180649,0,2,0
18,180652,0,1,0
18,180657,0,1,0
18,180657,0,2,0
18,180673,0,1,99
18,180678,0,1,99
18,180678,0,2,99
18,180684,0,1,0
18,180697,0,1,96
18,180708,0,1,0
18,180715,0,1,0
18,180717,0,1,99
18,180721,0,1,0
18,180727,0,1,99
18,180731,0,1,0
19,190002,0,1,3
19,190008,0,1,0
19,190012,0,1,0
19,190014,0,1,3
19,190018,0,1,9
19,190020,0,1,0
19,190049,0,1,99
19,190069,0,1,0
19,190074,0,1,0
19,190092,0,1,0
19,190106,0,1,96
19,190122,0,1,0
19,190127,0,1,0
19,190175,0,1,9
19,190192,0,1,0
19,190208,0,1,0
19,190211,0,1,99
19,190219,0,1,9
19,190243,0,1,0
19,190256,0,1,0
19,190275,0,1,0
19,190292,0,1,0
19,190294,0,1,99
20,200005,0,1,99
20,200008,0,1,0
20,200024,0,1,0
20,200049,0,1,9
20,200060,0,1,0
20,200114,0,1,0
20,200116,0,1,0
20,200133,0,1,99
20,200147,0,1,9
20,200147,0,2,0
20,200147,0,3,0
20,200147,0,4,0
20,200151,0,1,0
20,200154,0,1,99
20,200164,0,1,6
20,200168,0,1,0
20,200204,0,1,0
20,200205,0,1,9
20,200206,0,1,99
20,200222,0,1,9
20,200238,0,1,0
20,200244,0,1,0
20,200264,0,1,1
20,200266,0,1,99
20,200269,0,1,0
20,200272,0,1,9
20,200275,0,1,8
20,200275,0,1,9
20,200283,0,1,99
20,200284,0,1,0
20,200291,0,1,0
20,200294,0,1,9
20,200301,0,1,0
20,200305,0,1,99
20,200322,0,1,0
20,200326,0,1,0
21,210006,0,1,0
21,210011,0,1,0
21,210011,0,2,0
21,210014,0,1,0
21,210016,0,1,0
21,210035,0,1,0
21,210037,0,1,0
21,210048,0,1,0
21,210061,0,1,0
21,210070,0,1,0
21,210089,0,1,9
21,210095,0,1,0
21,210114,0,1,0
21,210117,0,1,9
21,210124,0,1,0
21,210177,0,1,0
21,210181,0,1,9
21,210182,0,1,0
21,210192,0,1,98
21,210210,0,1,0
21,210258,0,1,0
21,210261,0,1,0
21,210264,0,1,0
21,210277,0,1,9
21,210281,0,1,0
21,210285,0,1,9
21,210290,0,1,0
21,210293,0,1,0
21,210296,0,1,9
21,210304,0,1,98
21,210313,0,1,0
21,210318,0,1,9
21,210328,0,1,0
21,210335,0,1,0
21,210392,0,1,0
21,210398,0,1,0
21,210398,0,2,0
21,210423,0,1,0
21,210428,0,1,98
21,210430,0,1,98
21,210438,0,1,0
21,210455,0,1,99
21,210463,0,1,0
21,210464,0,1,0
21,210469,0,1,98
21,210470,0,1,0
21,210475,0,1,0
21,210477,0,1,98
21,210480,0,1,9
21,210487,0,1,9
21,210492,0,1,9
21,210503,0,1,9
21,210503,0,2,9
21,210509,0,1,0
21,210515,0,1,0
21,210516,0,1,0
21,210536,0,1,9
21,210559,0,1,0
21,210571,0,1,0
21,210575,0,1,98
21,210576,0,1,0
21,210581,0,1,0
22,220002,0,1,9
22,220018,0,1,98
22,220021,0,1,99
22,220031,0,1,99
22,220034,0,1,9
22,220036,0,1,0
22,220041,0,1,99
22,220042,0,1,99
22,220046,0,1,99
22,220047,0,1,9
22,220051,0,1,99
22,220058,0,1,99
22,220068,0,1,99
22,220077,0,1,8
22,220077,0,1,9
22,220080,0,1,96
22,220097,0,1,9
22,220109,0,1,9
22,220111,0,1,0
22,220115,0,1,9
22,220117,0,1,8
22,220117,0,1,9
22,220122,0,1,9
22,220126,0,1,9
22,220139,0,1,99
22,220151,0,1,9
22,220167,0,1,99
22,220169,0,1,98
22,220181,0,1,9
22,220189,0,1,9
22,220208,0,1,99
22,220221,0,1,99
22,220223,0,1,99
22,220231,0,1,99
22,220244,0,1,9
22,220251,0,1,99
22,220254,0,1,99
22,220262,0,1,2
22,220275,0,1,8
22,220275,0,1,9
22,220283,0,1,2
22,220283,0,1,9
22,220297,0,1,9
22,220305,0,1,9
22,220307,0,1,0
22,220310,0,1,99
22,220315,0,1,99
22,220319,0,1,9
22,220322,0,1,99
22,220332,0,1,99
22,220344,0,1,99
22,220345,0,1,99
22,220348,0,1,99
22,220371,0,1,99
22,220374,0,1,99
22,220379,0,1,99
22,220385,0,1,99
22,220390,0,1,9
22,220394,0,1,0
22,220394,0,2,1
22,220400,0,1,0
22,220407,0,1,9
22,220416,0,1,9
22,220422,0,1,9
22,220424,0,1,8
22,220424,0,1,9
22,220430,0,1,9
22,220433,0,1,99
22,220443,0,1,9
22,220460,0,1,99
22,220465,0,1,9
22,220467,0,1,9
22,220483,0,1,9
22,220487,0,1,0
22,220491,0,1,9
22,220493,0,1,99
22,220497,0,1,9
22,220499,0,1,0
22,220501,0,1,99
22,220502,0,1,10
22,220503,0,1,99
22,220505,0,1,99
22,220506,0,1,99
22,220510,0,1,99
22,220511,0,1,99
22,220520,0,1,99
22,220521,0,1,99
22,220522,0,1,9
22,220526,0,1,99
22,220527,0,1,99
22,220527,0,2,0
22,220527,0,3,0
22,220527,0,4,0
22,220527,0,5,0
22,220532,0,1,99
22,220534,0,1,99
22,220561,0,1,3
22,220569,0,1,99
22,220577,0,1,99
22,220581,0,1,99
22,220584,0,1,99
22,220586,0,1,8
22,220598,0,1,99
22,220602,0,1,99
22,220603,0,1,99
22,220606,0,1,99
22,220607,0,1,9
22,220612,0,1,0
22,220624,0,1,9
22,220629,0,1,99
22,220630,0,1,8
22,220643,0,1,98
22,220643,0,2,98
22,220644,0,1,99
22,220646,0,1,99
22,220651,0,1,9
22,220651,0,1,96
22,220656,0,1,98
22,220657,0,1,98
22,220658,0,1,9
22,220659,0,1,99
23,230017,0,1,0
23,230030,0,1,0
23,230047,0,1,0
23,230067,0,1,0
23,230067,0,2,0
23,230067,0,3,0
23,230077,0,1,0
23,230077,0,2,0
23,230077,0,3,0
23,230077,0,4,0
23,230087,0,1,0
23,230094,0,1,0
23,230095,0,1,9
23,230102,0,1,99
23,230104,0,1,9
23,230120,0,1,0
23,230123,0,1,10
23,230130,0,1,9
23,230133,0,1,9
23,230134,0,1,98
24,240002,0,1,0
24,240003,0,1,0
24,240003,0,2,0
24,240004,0,1,0
24,240005,0,1,0
24,240008,0,1,0
24,240016,0,1,0
24,240018,0,1,99
24,240021,0,1,0
24,240027,0,1,99
24,240030,0,1,0
24,240032,0,1,99
24,240033,0,1,99
24,240037,0,1,0
24,240040,0,1,0
24,240045,0,1,0
24,240049,0,1,0
24,240050,0,1,99
24,240055,0,1,0
24,240056,0,1,99
24,240059,0,1,0
24,240060,0,1,99
24,240062,0,1,0
24,240062,0,2,0
24,240065,0,1,99
24,240067,0,1,99
24,240070,0,1,99
24,240076,0,1,0
24,240078,0,1,0
24,240081,0,1,99
24,240086,0,1,0
24,240096,0,1,99
24,240097,0,1,0
24,240098,0,1,0
24,240098,0,2,0
24,240102,0,1,99
24,240106,0,1,0
24,240106,0,2,0
24,240106,0,3,0
24,240110,0,1,99
24,240113,0,1,0
24,240114,0,1,9
24,240115,0,1,9
24,240116,0,1,9
24,240119,0,1,0
24,240121,0,1,0
24,240122,0,1,0
24,240123,0,1,0
24,240124,0,1,9
24,240127,0,1,0
24,240133,0,1,0
24,240142,0,1,9
24,240143,0,1,0
24,240144,0,1,9
24,240147,0,1,99
24,240162,0,1,99
24,240163,0,1,99
24,240165,0,1,0
24,240166,0,1,0
24,240166,0,2,0
24,240170,0,1,9
24,240174,0,1,0
24,240185,0,1,99
24,240206,0,1,0
24,240213,0,1,0
24,240216,0,1,9
24,240217,0,1,1
24,240219,0,1,9
24,240225,0,1,99
24,240231,0,1,0
24,240233,0,1,99
24,240236,0,1,99
24,240237,0,1,9
24,240242,0,1,0
24,240243,0,1,99
24,240253,0,1,0
24,240254,0,1,0
24,240255,0,1,9
24,240259,0,1,0
24,240261,0,1,0
24,240263,0,1,0
24,240266,0,1,99
24,240268,0,1,99
24,240282,0,1,0
24,240285,0,1,99
24,240287,0,1,0
24,240291,0,1,0
24,240301,0,1,0
24,240302,0,1,0
24,240305,0,1,0
24,240307,0,1,0
24,240308,0,1,9
24,240312,0,1,99
24,240314,0,1,99
24,240316,0,1,9
24,240331,0,1,0
24,240342,0,1,0
24,240342,0,2,99
24,240349,0,1,0
24,240352,0,1,0
24,240352,0,2,0
24,240354,0,1,0
24,240357,0,1,0
24,240360,0,1,99
24,240366,0,1,96
24,240369,0,1,0
24,240370,0,1,9
24,240371,0,1,0
24,240374,0,1,0
24,240382,0,1,9
24,240384,0,1,98
24,240385,0,1,0
24,240393,0,1,0
24,240394,0,1,0
24,240402,0,1,0
24,240406,0,1,99
24,240412,0,1,99
24,240413,0,1,99
24,240414,0,1,0
24,240417,0,1,99
24,240421,0,1,9
24,240423,0,1,0
24,240425,0,1,9
24,240430,0,1,0
24,240431,0,1,9
24,240432,0,1,98
25,250002,0,1,9
25,250004,0,1,9
25,250007,0,1,98
25,250022,0,1,98
25,250026,0,1,98
25,250030,0,1,99
25,250040,0,1,98
25,250047,0,1,0
25,250051,0,1,96
25,250054,0,1,0
25,250055,0,1,98
25,250064,0,1,0
25,250066,0,1,9
25,250073,0,1,98
25,250076,0,1,10
25,250077,0,1,10
25,250082,0,1,0
25,250084,0,1,0
25,250086,0,1,0
25,250087,0,1,98
25,250088,0,1,99
25,250089,0,1,0
25,250098,0,1,0
25,250102,0,1,98
25,250104,0,1,9
25,250106,0,1,0
25,250107,0,1,98
25,250112,0,1,98
25,250116,0,1,98
25,250116,0,2,98
25,250118,0,1,98
25,250123,0,1,98
25,250126,0,1,98
25,250133,0,1,98
25,250134,0,1,98
25,250135,0,1,98
25,250138,0,1,9
25,250139,0,1,98
25,250139,0,2,0
25,250141,0,1,0
25,250148,0,1,0
25,250149,0,1,98
25,250151,0,1,98
25,250158,0,1,0
25,250162,0,1,0
25,250177,0,1,98
25,250193,0,1,98
25,250208,0,1,98
25,250214,0,1,99
25,250223,0,1,8
25,250227,0,1,98
25,250233,0,1,0
25,250235,0,1,10
25,250241,0,1,99
25,250244,0,1,0
25,250246,0,1,99
25,250248,0,1,98
25,250257,0,1,9
25,250258,0,1,10
25,250260,0,1,98
25,250267,0,1,0
25,250267,0,2,0
25,250268,0,1,0
25,250271,0,1,99
25,250274,0,1,0
25,250284,0,1,0
25,250284,0,2,0
25,250289,0,1,0
25,250291,0,1,0
25,250292,0,1,99
25,250293,0,1,99
25,250295,0,1,10
25,250296,0,1,0
25,250301,0,1,0
25,250308,0,1,0
25,250311,0,1,98
25,250312,0,1,98
25,250312,0,2,98
25,250314,0,1,98
25,250315,0,1,99
25,250316,0,1,0
25,250318,0,1,99
25,250319,0,1,0
25,250320,0,1,0
25,250323,0,1,0
25,250324,0,1,99
25,250328,0,1,9
25,250330,0,1,96
25,250331,0,1,0
25,250338,0,1,8
25,250340,0,1,99
26,260004,0,1,98
26,260005,0,1,99
26,260007,0,1,98
26,260014,0,1,98
26,260017,0,1,99
26,260017,0,2,0
26,260026,0,1,99
26,260029,0,1,98
26,260034,0,1,99
26,260035,0,1,98
26,260054,0,1,99
26,260070,0,1,98
26,260081,0,1,0
26,260084,0,1,98
26,260088,0,1,98
26,260091,0,1,98
26,260097,0,1,98
26,260116,0,1,98
26,260121,0,1,9
26,260126,0,1,99
26,260131,0,1,98
26,260133,0,1,98
26,260153,0,1,98
26,260160,0,1,98
26,260170,0,1,98
26,260179,0,1,9
26,260183,0,1,99
26,260184,0,1,98
26,260187,0,1,98
26,260194,0,1,99
26,260195,0,1,99
26,260214,0,1,98
26,260225,0,1,99
26,260232,0,1,99
26,260233,0,1,98
26,260257,0,1,99
26,260288,0,1,98
26,260306,0,1,98
26,260307,0,1,99
26,260312,0,1,99
26,260317,0,1,98
26,260319,0,1,99
26,260320,0,1,98
26,260323,0,1,99
26,260326,0,1,0
26,260327,0,1,0
26,260328,0,1,99
26,260331,0,1,9
26,260332,0,1,99
26,260342,0,1,9
26,260345,0,1,0
26,260352,0,1,98
26,260362,0,1,98
26,260368,0,1,0
26,260370,0,1,98
26,260370,0,2,4
26,260375,0,1,98
26,260380,0,1,98
26,260395,0,1,98
26,260427,0,1,99
26,260428,0,1,0
26,260435,0,1,98
26,260448,0,1,98
26,260457,0,1,99
26,260459,0,1,99
26,260463,0,1,99
26,260468,0,1,0
26,260472,0,1,9
26,260473,0,1,98
26,260478,0,1,0
26,260484,0,1,0
26,260484,0,2,98
26,260490,0,1,99
26,260491,0,1,98
26,260497,0,1,99
26,260504,0,1,0
26,260513,0,1,98
26,260518,0,1,0
26,260520,0,1,98
26,260526,0,1,98
26,260527,0,1,99
26,260546,0,1,0
26,260550,0,1,98
26,260552,0,1,98
26,260561,0,1,98
26,260563,0,1,99
26,260567,0,1,98
26,260577,0,1,9
26,260578,0,1,99
26,260588,0,1,99
26,260590,0,1,98
26,260593,0,1,98
26,260597,0,1,99
26,260598,0,1,98
26,260614,0,1,9
26,260617,0,1,99
26,260622,0,1,99
26,260624,0,1,98
26,260630,0,1,98
26,260630,0,2,98
26,260632,0,1,9
26,260634,0,1,99
26,260635,0,1,99
26,260637,0,1,99
26,260640,0,1,9
26,260645,0,1,98
26,260646,0,1,99
26,260658,0,1,98
26,260665,0,1,98
26,260670,0,1,0
26,260670,0,2,0
26,260673,0,1,0
26,260673,0,2,98
26,260675,0,1,99
26,260678,0,1,98
26,260679,0,1,99
26,260680,0,1,99
26,260687,0,1,9
26,260688,0,1,98
26,260690,0,1,98
26,260692,0,1,99
26,260694,0,1,98
26,260696,0,1,98
26,260703,0,1,0
26,260704,0,1,98
26,260707,0,1,99
26,260712,0,1,98
26,260713,0,1,99
26,260716,0,1,98
26,260718,0,1,99
26,260719,0,1,0
26,260720,0,1,99
26,260723,0,1,98
26,260725,0,1,9
26,260728,0,1,99
26,260729,0,1,9
26,260731,0,1,98
26,260740,0,1,98
26,260744,0,1,0
26,260751,0,1,98
26,260759,0,1,0
26,260767,0,1,99
26,260767,0,2,99
26,260769,0,1,98
26,260775,0,1,98
26,260776,0,1,98
26,260778,0,1,99
26,260779,0,1,98
26,260783,0,1,99
26,260785,0,1,99
26,260786,0,1,99
26,260789,0,1,99
26,260790,0,1,99
26,260792,0,1,0
26,260794,0,1,98
26,260796,0,1,9
26,260797,0,1,98
26,260799,0,1,98
26,260799,0,2,9
26,260799,0,3,9
26,260805,0,1,98
26,260809,0,1,99
26,260810,0,1,0
26,260813,0,1,98
26,260814,0,1,98
26,260817,0,1,0
26,260821,0,1,98
26,260824,0,1,9
26,260826,0,1,9
26,260833,0,1,98
26,260834,0,1,98
26,260840,0,1,9
26,260841,0,1,98
26,260843,0,1,98
26,260844,0,1,98
26,260846,0,1,98
26,260855,0,1,99
26,260858,0,1,98
26,260860,0,1,98
26,260871,0,1,99
26,260872,0,1,98
26,260874,0,1,98
26,260879,0,1,99
26,260881,0,1,98
26,260881,0,2,98
26,260885,0,1,98
26,260887,0,1,98
26,260899,0,1,98
26,260904,0,1,99
27,270043,0,1,99
27,270054,0,1,99
27,270057,0,1,1
27,270059,0,1,99
27,270067,0,1,98
27,270087,0,1,0
27,270091,0,1,98
27,270091,0,2,98
27,270091,0,3,98
27,270099,0,1,0
27,270108,0,1,98
27,270128,0,1,0
27,270149,0,1,99
27,270157,0,1,98
27,270204,0,1,0
27,270207,0,1,9
27,270211,0,1,99
27,270215,0,1,98
27,270220,0,1,99
27,270221,0,1,5
27,270230,0,1,98
27,270235,0,1,0
27,270240,0,1,0
27,270257,0,1,98
27,270260,0,1,98
27,270267,0,1,99
27,270276,0,1,9
27,270277,0,1,0
27,270283,0,1,0
27,270288,0,1,98
27,270294,0,1,99
27,270296,0,1,99
27,270298,0,1,99
27,270299,0,1,99
27,270303,0,1,0
27,270312,0,1,99
27,270315,0,1,9
27,270320,0,1,98
27,270324,0,1,99
27,270324,0,2,9
27,270331,0,1,99
27,270345,0,1,98
27,270348,0,1,99
27,270363,0,1,99
27,270364,0,1,99
28,280014,0,1,99
28,280016,0,1,0
28,280030,0,1,0
28,280041,0,1,0
28,280045,0,1,0
28,280047,0,1,99
28,280060,0,1,99
28,280064,0,1,99
28,280076,0,1,99
28,280081,0,1,0
28,280088,0,1,0
28,280097,0,1,0
28,280098,0,1,0
28,280104,0,1,99
28,280119,0,1,99
28,280122,0,1,99
28,280132,0,1,0
28,280164,0,1,98
28,280171,0,1,0
28,280190,0,1,99
28,280230,0,1,99
28,280242,0,1,0
28,280244,0,1,0
28,280259,0,1,0
28,280285,0,1,0
28,280289,0,1,99
28,280307,0,1,0
28,280308,0,1,99
28,280313,0,1,0
28,280323,0,1,99
28,280331,0,1,99
28,280336,0,1,0
28,280355,0,1,99
28,280363,0,1,99
28,280378,0,1,9
28,280378,0,2,0
28,280406,0,1,0
28,280407,0,1,99
28,280425,0,1,99
28,280435,0,1,0
28,280443,0,1,99
28,280444,0,1,99
28,280445,0,1,0
28,280466,0,1,99
28,280477,0,1,99
28,280478,0,1,0
28,280495,0,1,99
28,280503,0,1,99
28,280519,0,1,99
28,280535,0,1,99
28,280538,0,1,0
28,280540,0,1,0
28,280541,0,1,99
28,280543,0,1,99
28,280549,0,1,99
28,280556,0,1,0
28,280557,0,1,99
28,280558,0,1,99
28,280558,0,2,99
29,290003,0,1,9
29,290004,0,1,0
29,290007,0,1,0
29,290009,0,1,0
29,290024,0,1,9
29,290037,0,1,0
29,290052,0,1,0
29,290059,0,1,9
29,290063,0,1,6
29,290063,0,1,7
29,290065,0,1,9
29,290077,0,1,0
29,290078,0,1,9
29,290092,0,1,0
29,290100,0,1,9
29,290102,0,1,0
29,290111,0,1,0
29,290115,0,1,0
29,290121,0,1,0
29,290135,0,1,0
29,290135,0,2,0
29,290153,0,1,9
29,290158,0,1,0
29,290178,0,1,0
29,290181,0,1,9
29,290182,0,1,0
29,290197,0,1,0
29,290198,0,1,0
29,290204,0,1,0
29,290213,0,1,0
29,290229,0,1,9
29,290244,0,1,0
29,290283,0,1,0
29,290307,0,1,0
29,290307,0,2,0
29,290326,0,1,0
29,290329,0,1,0
29,290340,0,1,0
29,290357,0,1,0
29,290358,0,1,0
29,290369,0,1,0
29,290390,0,1,0
29,290399,0,1,9
29,290421,0,1,0
29,290426,0,1,9
29,290452,0,1,0
29,290456,0,1,9
29,290459,0,1,0
29,290460,0,1,0
29,290464,0,1,0
29,290478,0,1,0
29,290503,0,1,0
29,290517,0,1,0
29,290518,0,1,0
29,290521,0,1,9
29,290535,0,1,0
29,290540,0,1,9
29,290541,0,1,0
29,290542,0,1,0
29,290549,0,1,9
29,290552,0,1,5
29,290564,0,1,0
29,290568,0,1,0
29,290576,0,1,0
29,290604,0,1,0
29,290631,0,1,0
29,290645,0,1,0
29,290647,0,1,9
29,290650,0,1,0
29,290651,0,1,0
29,290658,0,1,0
29,290665,0,1,8
29,290665,0,2,0
29,290668,0,1,0
29,290673,0,1,9
29,290680,0,1,9
29,290685,0,1,0
29,290687,0,1,0
29,290692,0,1,0
29,290694,0,1,0
29,290701,0,1,9
29,290703,0,1,99
29,290704,0,1,99
30,300002,0,1,0
30,300013,0,1,99
30,300015,0,1,9
30,300018,0,1,0
30,300019,0,1,9
30,300025,0,1,9
30,300036,0,1,0
30,300043,0,1,0
30,300043,0,2,0
30,300066,0,1,99
30,300066,0,2,99
30,300124,0,1,8
30,300124,0,1,9
30,300124,0,2,8
30,300124,0,2,9
30,300124,0,3,8
30,300124,0,3,9
30,300131,0,1,0
30,300143,0,1,99
30,300145,0,1,0
30,300148,0,1,9
30,300149,0,1,99
30,300167,0,1,8
30,300173,0,1,99
30,300174,0,1,8
30,300174,0,1,9
30,300177,0,1,9
30,300180,0,1,99
30,300188,0,1,9
30,300198,0,1,99
30,300199,0,1,0
30,300199,0,2,0
30,300199,0,3,0
30,300200,0,1,0
31,310015,0,1,99
31,310027,0,1,99
31,310031,0,1,0
31,310036,0,1,9
31,310063,0,1,8
31,310063,0,1,9
31,310063,0,2,8
31,310070,0,1,9
31,310097,0,1,0
31,310126,0,1,99
31,310133,0,1,0
31,310146,0,1,98
31,310157,0,1,98
31,310160,0,1,0
31,310174,0,1,0
31,310183,0,1,99
32,320001,0,1,99
32,320001,0,2,99
32,320002,0,1,9
32,320007,0,1,0
32,320021,0,1,99
32,320023,0,1,9
32,320025,0,1,0
32,320025,0,2,3
32,320026,0,1,0
32,320029,0,1,0
32,320035,0,1,9
32,320044,0,1,0
32,320047,0,1,4
32,320049,0,1,99
32,320055,0,1,9
32,320057,0,1,0
32,320059,0,1,0
32,320062,0,1,9
32,320063,0,1,0
32,320067,0,1,0
32,320068,0,1,9
32,320069,0,1,0
32,320085,0,1,99
32,320089,0,1,0
32,320091,0,1,9
32,320096,0,1,8
32,320097,0,1,99
32,320099,0,1,9
32,320102,0,1,0
32,320104,0,1,9
32,320106,0,1,99
32,320109,0,1,99
32,320111,0,1,99
32,320115,0,1,96
32,320116,0,1,99
32,320118,0,1,0
32,320123,0,1,99
32,320129,0,1,9
32,320139,0,1,99
32,320141,0,1,0
32,320144,0,1,0
32,320145,0,1,99
32,320146,0,1,9
32,320147,0,1,99
32,320148,0,1,0
32,320150,0,1,9
32,320152,0,1,9
32,320158,0,1,8
32,320158,0,1,9
32,320169,0,1,4
32,320175,0,1,9
32,320184,0,1,0
32,320186,0,1,9
32,320187,0,1,9
32,320188,0,1,9
32,320190,0,1,9
32,320191,0,1,99
32,320198,0,1,99
32,320203,0,1,0
32,320203,0,2,0
32,320203,0,3,0
32,320203,0,4,0
32,320206,0,1,0
32,320210,0,1,9
32,320211,0,1,0
32,320212,0,1,0
32,320214,0,1,99
32,320214,0,2,0
32,320214,0,3,0
32,320215,0,1,8
32,320215,0,1,9
32,320215,0,2,8
32,320218,0,1,9
32,320220,0,1,9
32,320221,0,1,0
32,320222,0,1,9
32,320224,0,1,99
32,320226,0,1,0
32,320229,0,1,0
32,320234,0,1,0
32,320236,0,1,9
32,320238,0,1,0
32,320240,0,1,9
32,320241,0,1,99
32,320242,0,1,98
33,330024,0,1,0
33,330024,0,2,0
33,330031,0,1,0
33,330034,0,1,0
33,330034,0,2,0
33,330036,0,1,9
33,330047,0,1,0
33,330047,0,2,0
33,330068,0,1,0
33,330077,0,1,0
33,330079,0,1,0
33,330079,0,2,0
33,330090,0,1,0
33,330092,0,1,9
33,330093,0,1,0
33,330098,0,1,9
33,330107,0,1,0
33,330114,0,1,9
33,330115,0,1,0
33,330121,0,1,0
34,340001,0,1,9
34,340006,0,1,99
34,340010,0,1,0
34,340016,0,1,0
34,340017,0,1,0
34,340018,0,1,99
34,340020,0,1,0
34,340021,0,1,9
34,340025,0,1,0
34,340027,0,1,99
34,340028,0,1,0
34,340029,0,1,0
34,340031,0,1,9
34,340032,0,1,0
34,340035,0,1,99
34,340038,0,1,99
34,340043,0,1,98
34,340044,0,1,0
34,340047,0,1,99
34,340050,0,1,99
34,340054,0,1,9
34,340055,0,1,0
34,340056,0,1,99
34,340057,0,1,99
34,340058,0,1,99
34,340061,0,1,99
34,340063,0,1,0
34,340064,0,1,0
34,340065,0,1,99
34,340066,0,1,0
34,340069,0,1,0
34,340077,0,1,98
34,340081,0,1,0
34,340083,0,1,0
34,340087,0,1,9
34,340090,0,1,98
34,340091,0,1,0
34,340094,0,1,99
34,340095,0,1,99
34,340098,0,1,98
34,340100,0,1,0
34,340105,0,1,0
34,340107,0,1,99
34,340109,0,1,99
34,340112,0,1,99
34,340113,0,1,0
34,340115,0,1,0
34,340116,0,1,99
34,340117,0,1,8
34,340117,0,1,96
34,340118,0,1,9
34,340120,0,1,98
